parent_name,parent_smiles,parent_inchi,metabolite_name,metabolite_smiles,metabolite_inchi,enzymes,fingerprint_similarity,reaction_type
"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",CN1CC=C(C2=CC=CC=C2)CC1,,pOH-MPTP,CN1CC=C(C2=CC=C(O)C=C2)CC1,,CYP2D6,0.87,Aromatic Hydroxylation
1-nitropyrene,O=[N+]([O-])C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,,3-OH-1-nitropyrene,O=[N+]([O-])C1=CC(O)=C2C=CC3=CC=CC4=CC=C1C2=C34,,CYP3A4,0.66,HYDROXYLATION_OF_AROMATIC_CARBON
1-nitropyrene,O=[N+]([O-])C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,,"trans-4,5- Dihydrodiol- 1-nitropyrene",O=[N+]([O-])C1=CC=C2C3=C1C=CC1=CC=CC(=C13)C1OC21,,CYP3A4,0.39,EPOXIDATION_OF_12_DISUBSTITUTED_ALKLENE
1-nitropyrene,O=[N+]([O-])C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,,6-OH-1- nitropyrene,O=[N+]([O-])C1=CC=C2C=CC3=C(O)C=CC4=CC=C1C2=C43,,CYP3A4; CYP1A2,0.78,HYDROXYLATION_OF_AROMATIC_CARBON
1-nitropyrene,O=[N+]([O-])C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,,8-OH-1-nitropyrene,O=[N+]([O-])C1=CC=C2C=CC3=CC=C(O)C4=CC=C1C2=C34,,CYP1A2,0.78,HYDROXYLATION_OF_AROMATIC_CARBON
"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",OCCCOC1=CC=CC(CN2CCCCC2)=C1,,,OC1=CC=CC(CN2CCCCC2)=C1,,CYP2D6,0.74,O-dealkylation
"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",OCCCOC1=CC=CC(CN2CCCCC2)=C1,,,OCCCOC1=CC=CC(CN2CCCCC2O)=C1,,CYP2D6,0.78,Aliphatic Hydroxylation
"1,2-dichlorobenzene",ClC1=CC=CC=C1Cl,,"2,3-dichlorophenol",OC1=CC=CC(Cl)=C1Cl,,CYP1A1; CYP1A2; CYP2E1 (major); CYP3A4,0.42,Hydroxylation of aromatic carbon ortho to halide group
"1,2-dichlorobenzene",ClC1=CC=CC=C1Cl,,"3,4-dichlorophenol",OC1=CC=C(Cl)C(Cl)=C1,,CYP1A1; CYP1A2; CYP2E1 (major); CYP3A4,0.47,Hydroxylation of aromatic carbon para to halide group
"1,2,4-trichlorobenzene",ClC1=CC=C(Cl)C(Cl)=C1,,"2,3,5-trichlorophenol",OC1=CC(Cl)=CC(Cl)=C1Cl,,CYP2E1 (major),0.48,Hydroxylation of aromatic carbon ortho to halide group
"1,2,4-trichlorobenzene",ClC1=CC=C(Cl)C(Cl)=C1,,"2,3,6-trichlorophenol",OC1=C(Cl)C=CC(Cl)=C1Cl,,CYP3A4 (major),0.47,Hydroxylation of aromatic carbon ortho to halide group
"1,2,4-trichlorobenzene",ClC1=CC=C(Cl)C(Cl)=C1,,"2,4,5-trichlorophenol",OC1=CC(Cl)=C(Cl)C=C1Cl,,CYP2E1 (major); CYP1A1,0.48,Hydroxylation of aromatic carbon ortho to halide group
1'-nitrosonornicotine,O=NN1CCCC1C1=CC=CN=C1,,,O=NN1C(O)CCC1C1=CC=CN=C1,,CYP2A6;CYP2D6;CYP2E1;CYP3A4,0.79,Aliphatic Hydroxylation
1'-nitrosonornicotine,O=NN1CCCC1C1=CC=CN=C1,,,O=NN1CCCC1(O)C1=CC=CN=C1,,CYP2A6;CYP2D6;CYP2E1;CYP3A4,0.67,Aliphatic Hydroxylation
2-(1-piperazinyl)pyrimidine,C1=CN=C(N2CCNCC2)N=C1,,,OC1=CN=C(N2CCNCC2)N=C1,,CYP2D6,0.82,Aromatic Hydroxylation
2-acetamidofluorene,CC(O)=NC1=CC=C2C(=C1)CC1=CC=CC=C12,,N-Hydroxy-2-acetamidofluorene,CC(=O)N(O)C1=CC=C2C(=C1)CC1=CC=CC=C12,,CYP1A2,0.59,N-hydroxylation of secondary arylamide
2-acetamidofluorene,CC(O)=NC1=CC=C2C(=C1)CC1=CC=CC=C12,,1-OH-AFF,CC(O)=NC1=CC=C2C(=C1)CC1=CC=CC(O)=C12,,CYP1A2,0.77,Aromatic Hydroxylation
2-acetamidofluorene,CC(O)=NC1=CC=C2C(=C1)CC1=CC=CC=C12,,5-OH-AFF,CC(O)=NC1=CC=C2C3=CC=CCC3(O)CC2=C1,,CYP1A2,0.3,Aromatic Hydroxylation
2-acetamidofluorene,CC(O)=NC1=CC=C2C(=C1)CC1=CC=CC=C12,,N-Hydroxy-2-acetamidofluorene,CC(=O)N(O)C1=CC=C2C(=C1)CC1=CC=CC=C12,,CYP1A2,0.59,Aromatic Hydroxylation
2-acetylbenzothiophene,CC(=O)C1=CC2=CC=CC=C2S1,,,CC(O)C1CC2CCCCC2S1=O,,CYP1A2;CYP2B6;CYP2E1;CYP3A4,0.09,S-Oxidation
"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",N=C(O)C1=C2CCCCN2C(C2=CC=CN=C2)=C1Cl,,rac-RPR 127025,N=C(O)C1=C2C(O)CCCN2C(C2=CC=CN=C2)=C1Cl,,CYP1A2;CYP2C8;CYP2C9;CYP3A4,0.92,Aliphatic Hydroxylation
"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",N=C(O)C1=C2CCCCN2C(C2=CC=CN=C2)=C1Cl,,RPR 122701,N=C(O)C1=C2CCCCN2C(C2=CC=C[N+]([O-])=C2)=C1Cl,,CYP2C8,0.97,N-Oxidation
2-naphthylamine,NC1=CC=C2C=CC=CC2=C1,,N-Hydroxy-2-naphthalenamine,ONC1=CC=C2C=CC=CC2=C1,,CYP1A2,0.75,N-hydroxylation of primary arylamine
2-nitropyrene,O=[N+]([O-])C1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,,2-aminopyrene,NC1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,,CYP1A1; CYP1A2,0.56,REDUCTION_OF_NITRO_TO_AMINE
2-oxoquazepam,O=C1CN=C(C2=CC=CC=C2F)C2=CC(Cl)=CC=C2N1CC(F)(F)F,,3-Hydroxy-2-oxoquazepam,O=C1C(O)N=C(C2=CC=CC=C2F)C2=CC(Cl)=CC=C2N1CC(F)(F)F,,CYP3A4; CYP2C9,0.9,"3-Hydroxylation of 5-aryl-1,4-benzodiazepine"
2-oxoquazepam,O=C1CN=C(C2=CC=CC=C2F)C2=CC(Cl)=CC=C2N1CC(F)(F)F,,N-Desalkyl-2-oxoquazepam,OC1=NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2F)=NC1,,CYP3A4; CYP2C9,0.55,N-dealkylation of tertiary carboxamide
2-phenylphenol,OC1=CC=CC=C1C1=CC=CC=C1,,"2,5-dihydroxybiphenyl",OC1=CC=C(O)C(C2=CC=CC=C2)=C1,,CYP1A2; CYP2B6; CYP2D6; CYP2E1; CYP3A4,0.81,Hydroxylation of benzene on carbon para to a strongly electron donating group
2-propylquinoline,CCCC1=CC=C2C=CC=CC2=N1,,,CCCC1=CC=C2C(=N1)C=CC1OC21,,CYP2C9;CYP2E1;CYP3A4,0.22,Epoxidation
2-propylquinoline,CCCC1=CC=C2C=CC=CC2=N1,,,CCCC1=CC=C2C=CC3OC3C2=N1,,CYP2C9;CYP2E1;CYP3A4,0.24,Epoxidation
2-propylquinoline,CCCC1=CC=C2C=CC=CC2=N1,,,OCCCC1=CC=C2C=CC=CC2=N1,,CYP2A6;CYP2C9;CYP2C19;CYP2E1;CYP3A4,0.94,Aliphatic Hydroxylation
2-propylquinoline,CCCC1=CC=C2C=CC=CC2=N1,,,CCC(O)C1=CC=C2C=CC=CC2=N1,,CYP2A6;CYP2C9;CYP2C19;CYP2E1;CYP3A4,0.77,Aliphatic Hydroxylation
"2,2',4,5,5'-pentachlorobiphenyl",ClC1=CC=C(Cl)C(C2=CC(Cl)=C(Cl)C=C2Cl)=C1,,"2,2',4',5,5'-pentachloro-[1,1'-biphenyl]-4-ol",OC1=CC(Cl)=C(C2=CC(Cl)=C(Cl)C=C2Cl)C=C1Cl,,CYP2A6; CYP3A4; CYP2C18,0.74,Hydroxylation of aromatic carbon meta to halide group
"2,2',4,5,5'-pentachlorobiphenyl",ClC1=CC=C(Cl)C(C2=CC(Cl)=C(Cl)C=C2Cl)=C1,,"2,2',4',5,5'-pentachloro-[1,1'-biphenyl]-4-ol",OC1=CC(Cl)=C(C2=CC(Cl)=C(Cl)C=C2Cl)C=C1Cl,,CYP2A6; CYP3A4; CYP2C18,0.74,Hydroxylation of aromatic carbon ortho to halide group
"2,6-dichlorobenzonitrile",N#CC1=C(Cl)C=CC=C1Cl,,,N#CC1=C(Cl)C2OC2C=C1Cl,,CYP2A6,0.06,Epoxidation
"2,6-dichlorobenzonitrile",N#CC1=C(Cl)C=CC=C1Cl,,,N#CC1C(Cl)=CC=C2OC21Cl,,CYP2A6,0.06,Epoxidation
2'-methoxyacetophenone,COC1=CC=CC=C1C(C)=O,,2'-Hydroxyacetophenone,CC(=O)C1=CC=CC=C1O,,CYP2A6,0.75,O-Demethylation
"2h-1-benzopyran-2-one, 4-(chloromethyl)-7-ethoxy-",CCOC1=CC=C2C(CCl)=CC(=O)OC2=C1,,4-(Chloromethyl)-7-hydroxychromen-2-one,O=C1C=C(CCl)C2=CC=C(O)C=C2O1,,CYP1A2;CYP2A6;CYP2B6;CYP2C8;CYP2C19;CYP2D6;CYP2E1;CYP3A4,0.89,O-Deethylation
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOC1=CC=C2C=CC(=O)OC2=C1,,,CCC(O)CCOC1=CC=C2C=CC(=O)OC2=C1,,CYP3A4,0.96,Aliphatic Hydroxylation
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOC1=CC=C2C=CC(=O)OC2=C1,,,CC(O)CCCOC1=CC=C2C=CC(=O)OC2=C1,,CYP3A4,0.97,Aliphatic Hydroxylation
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOC1=CC=C2C=CC(=O)OC2=C1,,,CCCCC(O)OC1=CC=C2C=CC(=O)OC2=C1,,CYP3A4,0.9,Aliphatic Hydroxylation
3-cyano-7-ethoxycoumarin,CCOC1=CC=C2C=C(C#N)C(=O)OC2=C1,,3-Cyano-7-hydroxycoumarin,N#CC1=CC2=CC=C(O)C=C2OC1=O,,"CYP1A2;CYP2A6;CYP2B6;CYP2C9;CYP2C19,CYP2D6;CYP2E1",0.89,O-Demethylation
3-cyano-7-methoxycoumarin,COC1=CC=C2C=C(C#N)C(=O)OC2=C1,,3-Cyano-7-hydroxycoumarin,N#CC1=CC2=CC=C(O)C=C2OC1=O,,CYP1A2;CYP2B6;CYP2C19;CYP2E1,0.92,O-Demethylation
"3,5-pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, ethyl methyl ester, (4r)-",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=CC=CC([N+](=O)[O-])=C1,,,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)=C1C1=CC=CC([N+](=O)[O-])=C1,,CYP3A4 ,0.32,Dehydrogenation
"3alpha,12beta-dihydroxy-5alpha-cholan-24-oic acid",CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,,hyocholic acid (HCA),CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CC(O)C12C,,CYP3A4 ,0.8,Aliphatic Hydroxylation
"3alpha,7beta,12beta-trihydroxy-5alpha-cholan-24-oic acid",CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,,,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C,,CYP3A4,0.85,Dehydrogenation
3s14s-ochratoxin a,CC1CC2=C(Cl)C=C(C(O)=NC(CC3=CC=CC=C3)C(=O)O)C(O)=C2C(=O)O1,,,CC1OC(=O)C2=C(O)C(C(O)=NC(CC3=CC=CC=C3)C(=O)O)=CC(Cl)=C2C1O,,CYP1A2;CYP2C9;CYP3A4,0.9,ALIPHATIC HYDROXYLATION
4-(butylaminomethyl)-7-methoxycoumarin,CCCCNCC1=CC(=O)OC2=CC(OC)=CC=C12,,BHAMC,CCCCNCC1=CC(=O)OC2=CC(O)=CC=C12,,CYP1A2;CYP2C9;CYP2C19;CYP2D6,0.94,O-Demethylation
4-(butylaminomethyl)-7-methoxycoumarin,CCCCNCC1=CC(=O)OC2=CC(OC)=CC=C12,,,COC1=CC=C2C(CN)=CC(=O)OC2=C1,,CYP1A2,0.89,N-Demethylation
4-(ethylaminomethyl)-7-methoxycoumarin,CCNCC1=CC(=O)OC2=CC(OC)=CC=C12,,EHAMC,CCNCC1=CC(=O)OC2=CC(O)=CC=C12,,CYP1A2;CYP2C19;CYP2D6,0.93,O-Demethylation
4-(ethylaminomethyl)-7-methoxycoumarin,CCNCC1=CC(=O)OC2=CC(OC)=CC=C12,,MAMC,COC1=CC=C2C(CN)=CC(=O)OC2=C1,,CYP1A2,0.92,N-Dealkylation
"4-(trifluoromethyl)-7-[2,5-bis(trifluoromethyl)benzyloxy]coumarin",O=C1C=C(C(F)(F)F)C2=CC=C(OCC3=CC(C(F)(F)F)=CC=C3C(F)(F)F)C=C2O1,,HFC,O=C1C=C(C(F)(F)F)C2=CC=C(O)C=C2O1,,CYP3A4,0.72,O-Dealklyation
"4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol",COC1=CC=C(C(C2=CC=C(O)C(O)=C2)C(Cl)(Cl)Cl)C=C1,,Tris-OH-M methoxychlor,OC1=CC=C(C(C2=CC=C(O)C(O)=C2)C(Cl)(Cl)Cl)C=C1,,CYP1A2;CYP2A6;CYP2B6;CYP2C8;CYP2C9;CYP2C19;CYP3A4,0.92,O-demethylation
4-aminobiphenyl,NC1=CC=C(C2=CC=CC=C2)C=C1,,"4-aminobiphenyl, N-oxide",ONC1=CC=C(C2=CC=CC=C2)C=C1,,CYP1A2,0.78,N-hydroxylation of primary arylamine
4-Hydroxytamoxifen,CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,,"3,4-Dihydroxy-Tamoxifen",CCC(=C(C1=CC=C(OCCN(C)C)C=C1)C1=CC=C(O)C(O)=C1)C1=CC=CC=C1,,CYP3A4,0.86,Aromatic Hydroxylation
4-methylaminomethyl-7-methoxycoumarin,CNCC1=CC(=O)OC2=CC(OC)=CC=C12,,N-methyl 7-hydroxy-4-(aminomethyl)-coumarin,CNCC1=CC(=O)OC2=CC(O)=CC=C12,,CYP1A2;CYP2D6,0.93,N-Dealkylation
4-nitro-3-(trifluoromethyl)aniline,NC1=CC=C([N+](=O)[O-])C(C(F)(F)F)=C1,,2-amino5-nitro-4-(trifluoromethyl)phenol,NC1=CC(C(F)(F)F)=C([N+](=O)[O-])C=C1O,,CYP1A2;CYP2A6;CYP2C8;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,0.75,Aromatic Hydroxylation
4-nitro-3-(trifluoromethyl)aniline,NC1=CC=C([N+](=O)[O-])C(C(F)(F)F)=C1,,N-[4-nitro-3-(trifluoromethyl)phenyl]-acetamide,C[NH+]([O-])C1=CC=C([N+](=O)[O-])C(C(F)(F)F)=C1,,CYP1A2;CYP2A6;CYP2C9;CYP3A4,0.8,N-Hydroxylation; N-Oxidation
4-nitroanisole,COC1=CC=C([N+](=O)[O-])C=C1,,P-Nitrophenol,O=[N+]([O-])C1=CC=C(O)C=C1,,CYP1A2;CYP2A6;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,0.83,O-Demethylation
4-nitropyrene,O=[N+]([O-])C1=CC2=CC=CC3=CC=C4C=CC=C1C4=C32,,4-aminopyrene,NC1=CC2=CC=CC3=CC=C4C=CC=C1C4=C32,,CYP1A2; CYP3A4,0.53,REDUCTION_OF_NITRO_TO_AMINE
4-nitropyrene,O=[N+]([O-])C1=CC2=CC=CC3=CC=C4C=CC=C1C4=C32,,,O=[N+]([O-])C1=CC2=CC=CC3=C2C2=C(C=CC=C12)C(O)C3O,,CYP1A2,0.41,Epoxidation of arene
"4,4'-methylenebis(2-chloroaniline)",NC1=CC=C(CC2=CC=C(N)C(Cl)=C2)C=C1Cl,,,NC1=CC=C(CC2=CC=C(N[O-])C(Cl)=C2)C=C1Cl,,CYP2A6;CYP3A4,0.84,N-Oxidation
"4'-hydroxy-5,6,7,8-tetramethoxyflavone (tangeretin_T27)",COC1=C(OC)C(OC)=C2C(=O)C=C(C3=CC=C(O)C=C3)OC2=C1OC,,OROBOL,COC1=C(OC)C(OC)=C2C(=O)C=C(C3=CC=C(O)C(O)=C3)OC2=C1OC,,CYP1A2;CYP3A4,0.97,Aromatic Hydroxylation
5-hydroxydiclofenac,O=C(O)CC1=CC(O)=CC=C1NC1=C(Cl)C=CC=C1Cl,,"4',5-Dihydroxydiclofenac",O=C(O)CC1=CC(O)=CC=C1NC1=C(Cl)C=C(O)C=C1Cl,,CYP2C9,0.94,Aromatic Hydroxylation
5-methoxytryptamine,COC1=CC=C2NC=C(CCN)C2=C1,,Serotonin,NCCC1=CNC2=CC=C(O)C=C12,,CYP2D6,0.91,O-demethylation
5-methylchrysene,CC1=CC2=CC=CC=C2C2=CC=C3C=CC=CC3=C12,,"5-Methyl-1,2-dihydrochrysene-1,2-diol",CC1=CC2=CC=CC=C2C2=CC=C3C(=C12)C=CC(O)C3O,,CYP1A2;CYP2D6;CYP2E1;CYP3A4,0.19,Aromatic Hydroxylation
58c80,CC(C)(C)C1CCC(C2=C(O)C(=O)C3=CC=CC=C3C2=O)CC1,,298C84,CC(C)(CO)C1CCC(C2=C(O)C(=O)C3=CC=CC=C3C2=O)CC1,,CYP2C9,0.98,Hydroxylation of terminal methyl
6-chrysenamine,NC1=CC2=C3C=CC=CC3=CC=C2C2=CC=CC=C12,,"6-MeC-1,2-diol",NC1=CC2=C3C=CC(O)C(O)C3=CC=C2C2=CC=CC=C12,,CYP1A2;CYP2A6;CYP2B6;CYP2D6;CYP3A4,0.19,Aromatic Hydroxylation
6-methylchrysene,CC1=CC2=C3C=CC=CC3=CC=C2C2=CC=CC=C12,,"6-MeC-1,2-diol",CC1=CC2=C3C=CC(O)C(O)C3=CC=C2C2=CC=CC=C12,,CYP1A2;CYP2D6;CYP2E1;CYP3A4,0.2,Epoxidation
6-nitrochrysene,O=[N+]([O-])C1=CC2=C3C=CC=CC3=CC=C2C2=CC=CC=C12,,N-hydroxy-6-AC,O[NH2+]C1=CC2=C3C=CC=CC3=CC=C2C2=CC=CC=C12,,CYP1A2;CYP3A4,0.71,Aromatic Hydroxylation
6-nitrochrysene,O=[N+]([O-])C1=CC2=C3C=CC=CC3=CC=C2C2=CC=CC=C12,,"1,2-DHD-6-NC ",O=[N+]([O-])C1=CC2=C3C=CC(O)C(O)C3=CC=C2C2=CC=CC=C12,,CYP2E1;CYP3A4,0.32,Reduction
7-benzyloxy-4-trifluoromethylcoumarin,O=C1C=C(C(F)(F)F)C2=CC=C(OCC3=CC=CC=C3)C=C2O1,,7-hydroxy-4-triuoromethylcoumarin (HFC),O=C1C=C(C(F)(F)F)C2=CC=C(O)C=C2O1,,CYP2A6;CYP2B6;CYP2C9;CYP2C19;CYP2D6;CYP2E1,0.85,O-Deethylation
7-benzyloxyquinoline,C1=CC=C(COC2=CC=C3C=CC=NC3=C2)C=C1,,7-Hydroxyquinoline,O=C1C=CC2=CC=CN=C2C1,,CYP1A2;CYP3A4,0.17,O-dealkylation
7-butoxy-2h-chromen-2-one,CCCCOC1=CC=C2C=CC(=O)OC2=C1,,,CCCC(O)OC1CCC2CCC(O)OC2C1,,CYP3A4,0.09,Aliphatic Hydroxylation
7-butoxy-2h-chromen-2-one,CCCCOC1=CC=C2C=CC(=O)OC2=C1,,,CC(O)CCOC1CCC2CCC(O)OC2C1,,CYP3A4,0.09,Aliphatic Hydroxylation
7-butoxy-2h-chromen-2-one,CCCCOC1=CC=C2C=CC(=O)OC2=C1,,,OCCCCOC1CCC2CCC(O)OC2C1,,CYP3A4,0.09,Aliphatic Hydroxylation
7-ethoxycoumarin,CCOC1=CC=C2C=CC(=O)OC2=C1,,Umbelliferone,O=C1C=CC2=CC=C(O)C=C2O1,,CYP1A1 (major); CYP2B6; CYP2E1; CYP1A2; CYP2A6; CYP3A7; CYP2C9; CYP2C19,0.82,O-aryl dealkylation not adjacent to substituted carbon
7-ethoxycoumarin,CCOC1=CC=C2C=CC(=O)OC2=C1,,,CCOC1=CC=C2C(O)=CC(=O)OC2=C1,,CYP1A1 (major); CYP2B6; CYP2E1; CYP1A2; CYP2A6; CYP3A7; CYP2C9; CYP2C19,0.87,Aromatic Hydroxylation
7-methoxycoumarin,COC1=CC=C2C=CC(=O)OC2=C1,,Umbelliferone,O=C1C=CC2=CC=C(O)C=C2O1,,CYP1A2;CYP2A6,0.87,O-dealkylation
7-methoxycoumarin,COC1=CC=C2C=CC(=O)OC2=C1,,4-Hydroxy-7-methoxycoumarin,COC1=CC=C2C(O)=CC(=O)OC2=C1,,CYP1A2;CYP2A6,0.86,Aromatic Hydroxylation
7-methylbenz(c)acridine,CC1=C2C=CC=CC2=NC2=C1C=CC1=CC=CC=C12,,,CC1=C2C(=NC3=C1C=CC1=CC=CC=C13)C=CC(O)C2O,,CYP1A2;CYP3A4,0.31,Aromatic Hydroxylation
7-methylbenz(c)acridine,CC1=C2C=CC=CC2=NC2=C1C=CC1=CC=CC=C12,,,CC1=C2C=CC=CC2=NC2=C1C(O)=C(O)C1=CC=CC=C12,,CYP1A2;CYP3A4,0.58,Aromatic Hydroxylation
7-methylbenz(c)acridine,CC1=C2C=CC=CC2=NC2=C1C=CC1=CC=CC=C12,,,CC1=C2C=CC=CC2=NC2=C1C=CC1=C(O)C(O)=CC=C12,,CYP1A2;CYP3A4,0.73,Aromatic Hydroxylation
7-methylbenz(c)acridine,CC1=C2C=CC=CC2=NC2=C1C=CC1=CC=CC=C12,,,OCC1=C2C=CC=CC2=NC2=C1C=CC1=CC=CC=C12,,CYP1A2;CYP3A4,0.84,Aliphatic Hydroxylation
8-hydroxyefavirenz,OC1=NC2=C(O)C=C(Cl)C=C2C(C#CC2CC2)(C(F)(F)F)O1,,"8,14-diOH-efavirenz",OC1=NC2=C(O)C=C(Cl)C=C2C(C#CC2(O)CC2)(C(F)(F)F)O1,,CYP2B6,0.97,HYDROXYLATION_OF_ALICYCLIC_SECONDARY_CARBON; HYDROXYLATION_OF_ALICYCLIC_SECONDARY_CARBON_PATTERN1
9-anthraldehyde,O=CC1=C2C=CC=CC2=CC2=CC=CC=C12,,,O=C(O)C1=C2C=CC=CC2=CC2=CC=CC=C12,,CYP2A6;CYP2B6;CYP2C19;CYP2E1;CYP3A4,0.71,Aliphatic Hydroxylation
9-cis-retinal,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O,,4-hydroxy-9-cis-retinals,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,,CYP1A2;CYP2C19;CYP3A4,0.9,Aliphatic Hydroxylation
"Lopinavir, D-valine diastereomer-",CC1=CC=CC(C)=C1OCC(O)=NC(CC1=CC=CC=C1)C(O)CC(CC1=CC=CC=C1)N=C(O)C(C(C)C)N1CCCN=C1O,,,CC1=CC=CC(C)=C1OCC(O)=NC(CC1=CC=CC=C1)C(O)CC(CC1=CC=CC=C1)N=C(O)C(C(C)C)N1CCC(O)N=C1O,,CYP3A4,0.95,Aliphatic Hydroxylation
abt_378,CC1=CC=CC(C)=C1OCC(O)=NC(CC1=CC=CC=C1)C(O)CC(CC1=CC=CC=C1)N=C(O)C(C(C)C)N1CCCN=C1O,,,CC1=CC=CC(C)=C1OCC(O)=NC(CC1=CC=CC=C1)C(O)CC(CC1=CC=CC=C1)N=C(O)C(C(C)C)N1CCC(O)=NC1=O,,CYP3A4,0.75,C-Oxidation
1â€[(2S)â€4â€(5â€benzylthiophenâ€2â€yl)butâ€3â€ynâ€2â€yl]â€1â€hydroxyurea,CC(C#CC1=CC=C(CC2=CC=CC=C2)S1)N(O)C(=N)O,,ABT-515,CC(C#CC1=CC=C(C(O)C2=CC=CC=C2)S1)N(O)C(=N)O,,CYP1A2;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,0.81,Aliphatic Hydroxylation
"1-[Amino-(3,4-dichloroanilino)methylidene]-2-propan-2-ylguanidine",CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C(Cl)=C1,,,CC(C)(O)NC(=N)NC(=N)NC1=CC=C(Cl)C(Cl)=C1,,CYP2C19;,0.88,Aliphatic Hydroxylation
ac1ldic9,COC(=O)C(C1=CC=CC=C1Cl)N1CCC2=C(C=CS2)C1,,2-oxo-clopidogrel,COC(=O)C(C1=CC=CC=C1Cl)N1CCC2=C(CC(=O)S2)C1,,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2D6;CYP2C1;CYP3A4,0.54,C-Oxidation
ac1mip3e,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(C1=CC=CC=C1)C1CCCCC1,,N-deethylated  ac1mip3e,CCNCC#CC(C)(C)OC(=O)C(O)(C1=CC=CC=C1)C1CCCCC1,,CYP3A4,0.99,N-deethylation
[5-(Diethylamino)-2-methylpent-3-yn-2-yl] (2S)-2-cyclohexyl-2-hydroxy-2-phenylacetate,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(C1=CC=CC=C1)C1CCCCC1,,4-cis-OH ac1mip3e,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(C1=CC=CC=C1)C1CCC(O)CC1,,CYP3A4,0.98,Aliphatic Hydroxylation
ac1ocg1j,CNC(C)CC1=CC=CC=C1OC,,,CNC(C)CC1=CC=CC=C1O,,CYP2D6,0.79,O-demethylation
ac1ocg1j,CNC(C)CC1=CC=CC=C1OC,,,CNC(C)CC1=CC(O)=CC=C1OC,,CYP2D6,0.86,Aromatic Hydroxylation
pimobendan,COC1=CC=C(C2=NC3=CC(C4=NN=C(O)CC4C)=CC=C3N2)C=C1,,,CC1CC(O)=NN=C1C1=CC=C2NC(C3=CC=C(O)C=C3)=NC2=C1,,CYP1A2;CYP3A4,0.98,N-demethylation
acetanilide,CC(O)=NC1=CC=CC=C1,,Acetaminophen,CC(O)=NC1=CC=C(O)C=C1,,CYP1A2; CYP2E1,0.73,p-Hydroxylation of anilide
acetanilide,CC(O)=NC1=CC=CC=C1,,N-Hydroxy-N-phenylacetamide,CC(=O)N(O)C1=CC=CC=C1,,CYP2E1,0.16,N-hydroxylation of anilide
adinazolam,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N21,,N-demethyladinazolam,CNCC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N21,,CYP2C19;CYP3A4,0.98,N-demethylation
aflatoxin b1,COC1=CC2=C(C3=C1C1=C(C(=O)CC1)C(=O)O3)C1C=COC1O2,," Aflatoxin B1- exo-8,9-oxide ",COC1=CC2=C(C3=C1C1=C(C(=O)CC1)C(=O)O3)C1C(O2)OC2OC21,,CYP1A2; CYP3A5; CYP3A4; CYP2A13 ,0.88,Epoxidation of vinyl ether
