parent_name,parent_smiles,parent_inchi,metabolite_name,metabolite_smiles,metabolite_inchi,enzymes,fingerprint_similarity,reaction_type
Venlafaxine,COC1=CC=C(C(CN(C)C)C2(O)CCCCC2)C=C1,"InChI=1S/C17H27NO2/c1-18(2)13-16(17(19)11-5-4-6-12-17)14-7-9-15(20-3)10-8-14/h7-10,16,19H,4-6,11-13H2,1-3H3",Desvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,"InChI=1S/C16H25NO2/c1-17(2)12-15(13-6-8-14(18)9-7-13)16(19)10-4-3-5-11-16/h6-9,15,18-19H,3-5,10-12H2,1-2H3","Cytochrome P450 2D6, Cytochrome P450 2C19",0.96,
Venlafaxine,COC1=CC=C(C(CN(C)C)C2(O)CCCCC2)C=C1,"InChI=1S/C17H27NO2/c1-18(2)13-16(17(19)11-5-4-6-12-17)14-7-9-15(20-3)10-8-14/h7-10,16,19H,4-6,11-13H2,1-3H3",N-Desmethylvenlafaxine,CNCC(C1=CC=C(OC)C=C1)C1(O)CCCCC1,MKAFOJAJJMUXLW-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 2C19, Cytochrome P450 2C9",0.95,
Desvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,"InChI=1S/C16H25NO2/c1-17(2)12-15(13-6-8-14(18)9-7-13)16(19)10-4-3-5-11-16/h6-9,15,18-19H,3-5,10-12H2,1-2H3","N,O-Didesmethylvenlafaxine",CNCC(C1=CC=C(O)C=C1)C1(O)CCCCC1,MMSWXJSQCAEDLK-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 2C19, Cytochrome P450 2C9",0.95,
Desvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,"InChI=1S/C16H25NO2/c1-17(2)12-15(13-6-8-14(18)9-7-13)16(19)10-4-3-5-11-16/h6-9,15,18-19H,3-5,10-12H2,1-2H3",O-Desmethylvenlafaxine glucuronide,NCC(C1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C1)C1(O)CCCCC1,VNRFTNKWISCOMJ-KUIQUDTGSA-N,,0.49,
"N,O-Didesmethylvenlafaxine",CNCC(C1=CC=C(O)C=C1)C1(O)CCCCC1,MMSWXJSQCAEDLK-UHFFFAOYSA-N,"N,O-didesmethylvenlafaxine glucuronide",CNCC(C1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C1)C1(O)CCCCC1,UDNAJOOLWIWCAW-SQBZNDFJSA-N,,0.52,
Estrone,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2=O,DNXHEGUUPJUMQT-CBZIJGRNSA-N,Estriol,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CC(O)C2O,PROQIPRRNZUXQM-ZXXIGWHRSA-N,,0.74,
Morphine,CN1CCC23C4=C5C=CC(O)=C4OC2C(O)C=CC3C1C5,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3/t10-,11+,13-,16-,17-/m0/s1",Codeine,COC1=CC=C2CC3C4C=CC(O)C5OC1=C2C45CCN3C,"InChI=1S/C18H21NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3-6,11-13,17,20H,7-9H2,1-2H3/t11-,12+,13-,17-,18-/m0/s1",,0.99,
Morphine,CN1CCC23C4=C5C=CC(O)=C4OC2C(O)C=CC3C1C5,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3/t10-,11+,13-,16-,17-/m0/s1",Normorphine,OC1=C2OC3C(O)C=CC4C5CC(=C2C43CCN5)C=C1,ONBWJWYUHXVEJS-UHFFFAOYSA-N,,0.98,
Morphine,CN1CCC23C4=C5C=CC(O)=C4OC2C(O)C=CC3C1C5,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3/t10-,11+,13-,16-,17-/m0/s1",Morphine glucuronide,CN1CCC23C4=C5OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC3C1CC4=CC=C5O,"InChI=1S/C23H27NO9/c1-24-7-6-23-10-3-5-13(31-22-17(28)15(26)16(27)19(33-22)21(29)30)20(23)32-18-12(25)4-2-9(14(18)23)8-11(10)24/h2-5,10-11,13,15-17,19-20,22,25-28H,6-8H2,1H3,(H,29,30)/t10-,11+,13-,15-,16-,17+,19-,20-,22+,23-/m0/s1","UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 1-1, UDP-glucuronosyltransferase 1-8, UDP-glucuronosyltransferase 2B15, UDP-glucuronosyltransferase 2B4, UDP-glucuronosyltransferase 1-3",0.9,
Morphine,CN1CCC23C4=C5C=CC(O)=C4OC2C(O)C=CC3C1C5,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3/t10-,11+,13-,16-,17-/m0/s1",morphine-3-glucuronide,CCCN(C)C(CC)C1C=CC(O)C2OC3=C(OC4OC(C)C(O)C(O)C4O)C=CC=C3C12,VTXHJADFMAGEOX-MHOAFJCYSA-N,"UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 1-1",0.79,
Ropivacaine,CCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,"InChI=1S/C17H26N2O/c1-4-11-19-12-6-5-10-15(19)17(20)18-16-13(2)8-7-9-14(16)3/h7-9,15H,4-6,10-12H2,1-3H3,(H,18,20)/t15-/m0/s1",3-hydroxyropivacaine,CCCN1CCCCC1C(=O)NC1=C(C)C(O)=CC=C1C,IXOVDWXTIIYVOJ-AWEZNQCLSA-N,Cytochrome P450 1A2,0.83,
Tenofovir disoproxil,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N)N=CN=C21)OCOC(=O)OC(C)C,"InChI=1S/C19H30N5O10P/c1-12(2)33-18(25)28-9-31-35(27,32-10-29-19(26)34-13(3)4)11-30-14(5)6-24-8-23-15-16(20)21-7-22-17(15)24/h7-8,12-14H,6,9-11H2,1-5H3,(H2,20,21,22)/t14-/m1/s1",Tenofovir Monophosphate,CC(CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)OP(=O)(O)O,BQDRSOMUPPCKPB-ZCFIWIBFSA-N,"Adenylate kinase 2, mitochondrial, Adenylate kinase 4, mitochondrial",0.76,
Tenofovir Monophosphate,CC(CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)OP(=O)(O)O,BQDRSOMUPPCKPB-ZCFIWIBFSA-N,Tenofovir Diphosphate,CC(CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O,IACQCQDWSIQSRP-ZCFIWIBFSA-N,"Nucleoside diphosphokinase, Creatine Kinases",0.92,
Desogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,"InChI=1S/C22H30O/c1-4-21-14-15(3)20-17-9-7-6-8-16(17)10-11-18(20)19(21)12-13-22(21,23)5-2/h2,8,17-20,23H,3-4,6-7,9-14H2,1H3/t17-,18-,19-,20+,21-,22-/m0/s1",6-alpha-hydroxydesogestrel,C#CC1(O)CCC2C3CC(O)C4=CCCCC4C3C(=C)CC21CC,GHFIULBLMLVLDK-GDLCRWSOSA-N,,0.87,
Desogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,"InChI=1S/C22H30O/c1-4-21-14-15(3)20-17-9-7-6-8-16(17)10-11-18(20)19(21)12-13-22(21,23)5-2/h2,8,17-20,23H,3-4,6-7,9-14H2,1H3/t17-,18-,19-,20+,21-,22-/m0/s1",16-hydroxy-desogestrel,C#CC1(O)C(O)CC2C3CCC4=CCCCC4C3C(=C)CC21CC,QGTKZJGOIVJHGG-DVUPJZBUSA-N,,0.85,
Desogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,"InChI=1S/C22H30O/c1-4-21-14-15(3)20-17-9-7-6-8-16(17)10-11-18(20)19(21)12-13-22(21,23)5-2/h2,8,17-20,23H,3-4,6-7,9-14H2,1H3/t17-,18-,19-,20+,21-,22-/m0/s1",Desogestrel-17-sulfate,C#CC1(OS(=O)(=O)[O-])CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,XLVAWWOSRWJYBK-BPIQYHPVSA-M,,0.72,
Desogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,"InChI=1S/C22H30O/c1-4-21-14-15(3)20-17-9-7-6-8-16(17)10-11-18(20)19(21)12-13-22(21,23)5-2/h2,8,17-20,23H,3-4,6-7,9-14H2,1H3/t17-,18-,19-,20+,21-,22-/m0/s1",15-alpha-hydroxydesogestrel,C#CC1(O)CC(O)C2C3CCC4=CCCCC4C3C(=C)CC21CC,RWVQLLLACWCLQR-YBAWMFKNSA-N,,0.87,
Desogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,"InChI=1S/C22H30O/c1-4-21-14-15(3)20-17-9-7-6-8-16(17)10-11-18(20)19(21)12-13-22(21,23)5-2/h2,8,17-20,23H,3-4,6-7,9-14H2,1H3/t17-,18-,19-,20+,21-,22-/m0/s1",2-hydroxydesogestrel,C#CC1(O)CCC2C3CCC4=CCC(O)CC4C3C(=C)C(CC)C21,OAJXJBAOKDVIQW-KSVDVDHBSA-N,,0.81,
Desogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,"InChI=1S/C22H30O/c1-4-21-14-15(3)20-17-9-7-6-8-16(17)10-11-18(20)19(21)12-13-22(21,23)5-2/h2,8,17-20,23H,3-4,6-7,9-14H2,1H3/t17-,18-,19-,20+,21-,22-/m0/s1",3alpha-Hydroxydesogestrel,C#CC1(O)CCC2C3CCC4=CC(O)CCC4C3C(=C)CC21CC,ZMLDTNLDYRJTAZ-JASYKLOUSA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19",0.9,
3alpha-Hydroxydesogestrel,C#CC1(O)CCC2C3CCC4=CC(O)CCC4C3C(=C)CC21CC,ZMLDTNLDYRJTAZ-JASYKLOUSA-N,Etonogestrel,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,"InChI=1S/C22H28O2/c1-4-21-13-14(3)20-17-9-7-16(23)12-15(17)6-8-18(20)19(21)10-11-22(21,24)5-2/h2,12,17-20,24H,3-4,6-11,13H2,1H3/t17-,18-,19-,20+,21-,22-/m0/s1",3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,0.8,
Valproic acid,CCCC(CCC)C(=O)O,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",4-ene-Valproic acid,C=CCC(CCC)C(=O)O,UMYDNZXEHYSVFY-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 2A6, Cytochrome P450 2B6",0.67,
Valproic acid,CCCC(CCC)C(=O)O,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",5-Hydroxyvalproic acid,CCCC(CCCO)C(=O)O,ZIWBCJXKYKOLJK-UHFFFAOYSA-N,"Cytochrome P450 3A5, Cytochrome P450 2A6, Cytochrome P450 2C9, Cytochrome P450 2B6",0.82,
Valproic acid,CCCC(CCC)C(=O)O,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",3-Hydroxyvalproic acid,CCCC(C(=O)O)C(O)CC,LLPFTSMZBSRZDV-UHFFFAOYSA-N,"Cytochrome P450 3A5, Cytochrome P450 2A6",0.56,
Valproic acid,CCCC(CCC)C(=O)O,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",4-Hydroxyvalproic acid,CCCC(CC(C)O)C(=O)O,OASKNPCLIHUTTL-UHFFFAOYSA-N,"Cytochrome P450 3A5, Cytochrome P450 2A6, Cytochrome P450 2C9, Cytochrome P450 2B6",0.63,
Valproic acid,CCCC(CCC)C(=O)O,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",2-ene-Valproic acid,CCC=C(CCC)C(=O)O,ZKNJEOBYOLUGKJ-FNORWQNLSA-N,,0.24,
Valproic acid,CCCC(CCC)C(=O)O,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",(3Z)-2-Propylpent-3-enoic acid (3Z-Ene-VPA),CC=CC(CCC)C(=O)O,WTMAHJABDOHPDJ-HYXAFXHYSA-N,,0.43,
4-ene-Valproic acid,C=CCC(CCC)C(=O)O,UMYDNZXEHYSVFY-UHFFFAOYSA-N,"2,4-Diene-VPA",C=CC=C(CCC)C(=O)O,UUILWXIBBZVJDU-FNORWQNLSA-N,,0.25,
4-Hydroxyvalproic acid,CCCC(CC(C)O)C(=O)O,OASKNPCLIHUTTL-UHFFFAOYSA-N,2-n-Propyl-4-oxopentanoic acid,CCCC(CC(C)=O)C(=O)O,HJRMYVTYHORJKC-UHFFFAOYSA-N,,0.54,
5-Hydroxyvalproic acid,CCCC(CCCO)C(=O)O,ZIWBCJXKYKOLJK-UHFFFAOYSA-N,2-Propylglutaric acid,CCCC(CCC(=O)O)C(=O)O,IFNXFIJXYVEYLF-UHFFFAOYSA-N,,0.85,
3-Hydroxyvalproic acid,CCCC(C(=O)O)C(O)CC,LLPFTSMZBSRZDV-UHFFFAOYSA-N,3-Oxovalproic acid,CCCC(C(=O)O)C(=O)CC,PPYHXKUZTSZTQU-UHFFFAOYSA-N,,0.45,
2-ene-Valproic acid,CCC=C(CCC)C(=O)O,ZKNJEOBYOLUGKJ-FNORWQNLSA-N,3-Hydroxyvalproic acid,CCCC(C(=O)O)C(O)CC,LLPFTSMZBSRZDV-UHFFFAOYSA-N,,0.19,
2-n-Propyl-4-oxopentanoic acid,CCCC(CC(C)=O)C(=O)O,HJRMYVTYHORJKC-UHFFFAOYSA-N,2-Propylsuccinic acid,CCCC(CC(=O)O)C(=O)O,QLTZBYGZXPKHLF-UHFFFAOYSA-N,,0.65,
Acetaminophen,CC(=O)NC1=CC=C(O)C=C1,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",Acetaminophen glucuronide,CC(=O)NC1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C1,IPROLSVTVHAQLE-BYNIDDHOSA-N,"UDP-glucuronosyltransferase 1-9, UDP-glucuronosyltransferase 1-6, UDP-glucuronosyltransferase 1-1, UDP-glucuronosyltransferase 2B15, UDP-glucuronosyltransferase 1-10",0.22,
Acetaminophen,CC(=O)NC1=CC=C(O)C=C1,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",Acetaminophen sulfate,CC(=O)NC1=CC=C(OS(=O)(=O)O)C=C1,IGTYILLPRJOVFY-UHFFFAOYSA-N,"Sulfotransferase 1A1, Sulfotransferase 1A3/1A4, Bile salt sulfotransferase",0.62,
Codeine,COC1=CC=C2CC3C4C=CC(O)C5OC1=C2C45CCN3C,"InChI=1S/C18H21NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3-6,11-13,17,20H,7-9H2,1-2H3/t11-,12+,13-,17-,18-/m0/s1",norcodeine,COC1=CC=C2CC3NCCC45C2=C1OC4C(O)C=CC35,HKOIXWVRNLGFOR-KUYPYUECSA-N,Cytochrome P450 3A4,0.98,
Codeine,COC1=CC=C2CC3C4C=CC(O)C5OC1=C2C45CCN3C,"InChI=1S/C18H21NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3-6,11-13,17,20H,7-9H2,1-2H3/t11-,12+,13-,17-,18-/m0/s1",Morphine,CN1CCC23C4=C5C=CC(O)=C4OC2C(O)C=CC3C1C5,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3/t10-,11+,13-,16-,17-/m0/s1",Cytochrome P450 2D6,0.99,
Codeine,COC1=CC=C2CC3C4C=CC(O)C5OC1=C2C45CCN3C,"InChI=1S/C18H21NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3-6,11-13,17,20H,7-9H2,1-2H3/t11-,12+,13-,17-,18-/m0/s1",Codeine-6-glucuronide,COC1=CC=C2CC3C4C=CC(OC5OC(C(=O)O)C(O)C(O)C5O)C5OC1=C2C45CCN3C,CRWVOYRJXPDBPM-HSCJLHHPSA-N,"UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B4",0.9,
Amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,"InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3",Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3","Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 2D6, Cytochrome P450 2B6, Cytochrome P450 2C8",0.99,
Amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,"InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3",E-10-Hydroxyamitriptyline,CN(C)CCC=C1C2=CC=CC=C2CC(O)C2=CC=CC=C12,GHWBJXOKAFHZAI-SFQUDFHCSA-N,"Cytochrome P450 2D6, Cytochrome P450 3A4, Cytochrome P450 2B6",0.73,
E-10-Hydroxyamitriptyline,CN(C)CCC=C1C2=CC=CC=C2CC(O)C2=CC=CC=C12,GHWBJXOKAFHZAI-SFQUDFHCSA-N,E-10-Hydroxynortriptyline,CNCCC=C1C2=CC=CC=C2CC(O)C2=CC=CC=C12,VAGXZGJKNUNLHK-LFIBNONCSA-N,"Cytochrome P450 1A2, Cytochrome P450 2C19, Cytochrome P450 2C9, Cytochrome P450 3A4",0.99,
Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3",E-10-Hydroxynortriptyline,CNCCC=C1C2=CC=CC=C2CC(O)C2=CC=CC=C12,VAGXZGJKNUNLHK-LFIBNONCSA-N,Cytochrome P450 2D6,0.73,
Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3",Desmethylnortriptyline,NCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,PTQFRALDEONNOA-UHFFFAOYSA-N,Cytochrome P450 2C19,0.98,
E-10-Hydroxynortriptyline,CNCCC=C1C2=CC=CC=C2CC(O)C2=CC=CC=C12,VAGXZGJKNUNLHK-LFIBNONCSA-N,E-10-Hydroxydesmethylnortriptyline,NCCC=C1C2=CC=CC=C2CC(O)C2=CC=CC=C12,PIEVJGJKDMQGSG-XNTDXEJSSA-N,,0.99,
Desmethylnortriptyline,NCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,PTQFRALDEONNOA-UHFFFAOYSA-N,E-10-Hydroxydesmethylnortriptyline,NCCC=C1C2=CC=CC=C2CC(O)C2=CC=CC=C12,PIEVJGJKDMQGSG-XNTDXEJSSA-N,Cytochrome P450 2D6,0.72,
Floxuridine,O=C1NC(=O)N(C2CC(O)C(CO)O2)C=C1F,"InChI=1S/C9H11FN2O5/c10-4-2-12(9(16)11-8(4)15)7-1-5(14)6(3-13)17-7/h2,5-7,13-14H,1,3H2,(H,11,15,16)/t5-,6+,7+/m0/s1",5-fluorouracil,O=C1NC=C(F)C(=O)N1,GHASVSINZRGABV-UHFFFAOYSA-N,"Thymidine phosphorylase, Cytochrome P450 2A6",0.22,
Hydromorphone,CN1CCC23C4=C5C=CC(O)=C4OC2C(=O)CCC3C1C5,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2,4,10-11,16,19H,3,5-8H2,1H3/t10-,11+,16-,17-/m0/s1",Hydromorphone-3-glucuronide,CN1CCC23C4=C5C=CC(OC6OC(C(=O)O)C(O)C(O)C6O)=C4OC2C(=O)CCC3C1C5,VLSHIBYUEOPPRX-UHFFFAOYSA-N,"UDP-glucuronosyltransferase 1-3, UDP-glucuronosyltransferase 2B7",0.87,
Hydromorphone,CN1CCC23C4=C5C=CC(O)=C4OC2C(=O)CCC3C1C5,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2,4,10-11,16,19H,3,5-8H2,1H3/t10-,11+,16-,17-/m0/s1",Norhydromorphone,O=C1CCC2C3CC4=C5C(=C(O)C=C4)OC1C52CCN3,SWIRXSKBBSJXGY-UIHHKEIPSA-N,"Cytochrome P450 3A4, Cytochrome P450 2C9",0.98,
Indomethacin,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)O,"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)",5-Hydroxyindomethacin,CC1=C(CC(=O)O)C2=C(C=CC(O)=C2)N1C(=O)C1=CC=C(Cl)C=C1,KMLNWQPYFBIALN-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19",0.97,
Indomethacin,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)O,"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)",Indomethacin acyl glucuronide,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O,QCBWEVBGELGABM-CZLVRFMKSA-N,UDP-glucuronosyltransferase 1-1,0.8,
Indomethacin,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)O,"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)",Deacyl indomethacin,COC1=CC2=C(C=C1)NC(C)=C2CC(=O)O,TXWGINUZLBAKDF-UHFFFAOYSA-N,Liver carboxylesterase 1,0.6,
Ipratropium,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)C1=CC=CC=C1)C2,"InChI=1S/C20H30NO3/c1-14(2)21(3)16-9-10-17(21)12-18(11-16)24-20(23)19(13-22)15-7-5-4-6-8-15/h4-8,14,16-19,22H,9-13H2,1-3H3/q+1/t16-,17+,18+,19?,21?",N-isopropylnortropium methobromide,C=C(C(=O)OC1CC2CCC(C1)[N+]2(C)C(C)C)C1=CC=CC=C1,APBFGXKTZSOWLK-JRJNBHHRSA-N,,0.72,
Ipratropium,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)C1=CC=CC=C1)C2,"InChI=1S/C20H30NO3/c1-14(2)21(3)16-9-10-17(21)12-18(11-16)24-20(23)19(13-22)15-7-5-4-6-8-15/h4-8,14,16-19,22H,9-13H2,1-3H3/q+1/t16-,17+,18+,19?,21?",Phenylacetic acid,O=C(O)CC1=CC=CC=C1,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",,0.2,
Methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C21H27NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17H,5,16H2,1-4H3","2-Ethyl-1,5-dimethyl-3,3-diphenylpyrrolinium (EDDP)",CC=C1N(C)C(C)CC1(C1=CC=CC=C1)C1=CC=CC=C1,AJRJPORIQGYFMT-RMOCHZDMSA-N,"Cytochrome P450 2D6, Cytochrome P450 3A4, Cytochrome P450 2B6, Cytochrome P450 2C8, Cytochrome P450 2C19, Cytochrome P450 2C9",0.45,
"2-Ethyl-1,5-dimethyl-3,3-diphenylpyrrolinium (EDDP)",CC=C1N(C)C(C)CC1(C1=CC=CC=C1)C1=CC=CC=C1,AJRJPORIQGYFMT-RMOCHZDMSA-N,"2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline (EMDP)",CCC1=NC(C)CC1(C1=CC=CC=C1)C1=CC=CC=C1,UPZKJIHNKKJIKX-UHFFFAOYSA-N,Cytochrome P450 3A7,0.4,
Olanzapine,CC1=CC2=C(NC3=CC=CC=C3N=C2N2CCN(C)CC2)S1,"InChI=1S/C17H20N4S/c1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12/h3-6,11,19H,7-10H2,1-2H3",7-hydroxyolanzapine,CC1=CC2=C(NC3=C(C=C(O)C=C3)N=C2N2CCN(C)CC2)S1,SMNUCABXNXAPBY-UHFFFAOYSA-N,Cytochrome P450 1A2,0.96,
Olanzapine,CC1=CC2=C(NC3=CC=CC=C3N=C2N2CCN(C)CC2)S1,"InChI=1S/C17H20N4S/c1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12/h3-6,11,19H,7-10H2,1-2H3",2-hydroxymethylolanzapine,CN1CCN(C2=NC3=CC=CC=C3NC3=C2C=C(CO)S3)CC1,FPDIERBPQFAFSI-UHFFFAOYSA-N,Cytochrome P450 2D6,0.95,
Omeprazole,COC1=CC2=C(C=C1)N=C(S(=O)CC1=NC=C(C)C(OC)=C1C)N2,"InChI=1S/C17H19N3O3S/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17/h5-8H,9H2,1-4H3,(H,19,20)",5-Hydroxyomeprazole,COC1=CC2=C(C=C1)N=C(S(=O)CC1=NC=C(CO)C(OC)=C1C)N2,CMZHQFXXAAIBKE-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 3A4",0.94,
